community,census_tract,county,hardship_index,ma_percentile,pop_total,percapita_income,percent_not_hs_grad,percent_unemployed,percent_dependent,percent_poverty,percent_crowding
Dorchester,901, Suffolk County,55.55678945994011,97,4812,17821,27.6,25,35,32.6,5.6
,7315, Worcester County,55.603849023006866,97,4685,15385,39.2,12.8,35.60000000000001,39.4,6.2
,4178.02, Norfolk County,55.702881364638564,97,2996,17653,28.5,20.6,41.5,39.7,3.5
,7108, Worcester County,55.72548310983107,97,4587,17691,20.9,18.7,36.800000000000004,36.6,9.7
,2068, Essex County,55.83055368926079,97,3414,18590,33.9,9.9,35.900000000000006,38.8,10.5
,8001.02, Hampden County,56.20804084084665,97,4522,13426,24.6,16.4,41.699999999999996,36.4,8
,8023, Hampden County,56.436348212766234,97,7068,13120,32,17.7,42.599999999999994,38.6,4.1
,2070, Essex County,56.53702698631009,97,2240,14235,35.5,5.2,49,37,8.7
,6512, Bristol County,56.558946395296346,97,2415,18055,43.099999999999994,14.3,26.299999999999997,41.8,8.3
South End,704.02, Suffolk County,56.76995053583658,97,1700,13141,33.599999999999994,13.9,43.8,42.7,4.5
,3112, Middlesex County,57.24177660608936,97,3376,16272,41.2,13.2,32,26.7,12.7
,9001, Berkshire County,57.478624133527866,97,3092,15659,29,23,37.4,40.9,4.9
,6509, Bristol County,57.684768673816876,98,2831,15576,27.9,17.7,43.2,44.1,5.5
,6519, Bristol County,57.86926820784944,98,1946,13809,43.7,22.8,37.8,36,1.8
,2061, Essex County,58.04474526549222,98,4032,15617,28.6,9.1,37.900000000000006,30.3,16.8
,2507, Essex County,58.08248057352484,98,5359,14455,38.1,17.8,36.1,25.8,10.6
,7107, Worcester County,58.268493423361356,98,1460,15205,32.6,17.8,27.5,46.9,9.3
,7314, Worcester County,58.47383312672762,98,4586,13429,39.5,16.4,32.2,46.1,6.4
,2505, Essex County,59.04878463951102,98,4049,12921,46.099999999999994,15.9,35.900000000000006,35.6,7.1
East Boston,507, Suffolk County,59.424247561846755,98,5311,23038,43.7,8.5,30,25.1,19.7
,2511, Essex County,59.54026773233829,98,3030,13047,33.400000000000006,13.5,51.2,52.1,2.7
,8012, Hampden County,59.950543880026295,98,2416,12553,32.3,17.4,32.8,63.7,4.2
South Boston,607, Suffolk County,60.340982060584786,98,2557,9015,35,13.4,45.400000000000006,41,8
,6507, Bristol County,60.52121510372342,98,2264,13197,45.2,18.6,38,34.2,7.4
,6526, Bristol County,61.17700904032818,98,2789,14543,47,16.4,35.2,39.5,8.5
,2062, Essex County,61.210622218445074,98,5247,15444,37.9,17.7,37.5,30.3,12.9
,8019.01, Hampden County,61.83314534827693,98,4104,10274,38,16.6,39.699999999999996,49.1,6.8
,2504, Essex County,61.92712661239512,99,3759,11858,52.099999999999994,13.2,38.800000000000004,43,6.8
,8018, Hampden County,61.96478574156904,99,4117,9518,32.2,28.1,36.199999999999996,49.2,3.3
,7320.01, Worcester County,62.23500198830005,99,3567,9994,29.700000000000003,16.4,46.599999999999994,59.8,4.3
,8019.02, Hampden County,62.40893581919905,99,3488,16149,32.2,26,41.8,55.5,2.3
,2503, Essex County,62.612085098230665,99,2251,13124,38.8,15.6,32.69999999999999,29.5,17.1
Chelsea,1601.01, Suffolk County,62.64504986598356,99,9440,16885,43.1,11.9,36.7,24.7,18.6
,8022, Hampden County,62.76374125092889,99,3395,12704,25.9,21.3,41.60000000000001,48.8,9
Chelsea,1602, Suffolk County,63.12913698867027,99,4275,16927,52.7,8.2,30.900000000000006,23.4,20.7
,8007, Hampden County,63.85175494417029,99,3911,11447,46.900000000000006,19.3,39.199999999999996,51.6,4.5
,8114, Hampden County,65.12185323258687,99,2649,11331,46.2,25.2,40.6,44.1,4.7
,2509, Essex County,65.54421703429631,99,2370,12322,51.5,22.3,39.2,36.8,8.1
,8011.01, Hampden County,66.72177279048587,99,2136,12226,43.900000000000006,21.1,31.5,63.2,7.3
South Boston,611.01, Suffolk County,66.88917346399461,99,2168,12893,43.5,25.5,39.8,60.2,3.2
,8020, Hampden County,66.94927606424167,99,2952,11507,50.3,19.8,35.900000000000006,56.3,6.7
,8117, Hampden County,68.20708403943948,100,2348,12019,35.2,17.1,48.00000000000001,53.3,11.4
,6411.01, Bristol County,68.33960703498705,100,2050,17475,45.6,18,54,48.5,8
,8009, Hampden County,68.72525507277807,100,4097,9862,47.7,24.1,43.8,54.6,4.7
,8116, Hampden County,71.82591107706828,100,3337,8536,49.7,26.5,44.800000000000004,60.9,4
,8008, Hampden County,73.98047377049971,100,2190,9669,47,36.6,39.1,54.6,5.9
,5109, Plymouth County,75.90871537820979,100,2380,8624,39,34.7,50.300000000000004,67.3,3.9
,8115, Hampden County,79.12450108266555,100,2370,7289,49.6,32,38.300000000000004,61.3,11.9
,8006, Hampden County,82.75904874354062,100,2844,8161,64.2,24.6,43.8,55,16.1
